,Years 1,Years 2,Years 3,Years 4,Years 5,Years 6,Years 7,Years 8,Years 9,Years 10,Years 11,Years 12,Years 13,Years 14,Years 15,Years 16,Years 17,Years 18,Years 19,Years 20,Years 21,Years 22,Years 23,Years 24,Years 25,Years 26,Years 27,Years 28,Years 29,Years 30,Years 31
Sample No. 308,1,1,1,1,1,1,1,1,0.749762460579164,0.813678939711768,0.769666059642565,0.777900048102252,0.70827672256995,0.818528953324072,0.79387186982343,0.918270321198739,0.877107007760555,0.881009825314395,0.863847798892297,0.897434365079738,0.954085759464651,0.969218870755285,0.94870475852862,0.998261733353138,0.988506487403065,0.981071112081409,0.963361695650965,0.9212088974379,1,1,1
Sample No. 309,1,1,0.726347609110177,0.803970217799302,0.830233882054687,0.723534569029231,0.720129811183084,0.815544674872886,0.736031440192834,0.87358300056681,0.898729821516201,0.842556334059685,0.85127521056775,0.900045791515149,0.933803161345422,0.961316190529615,0.938714891020209,0.93591247683391,0.970239553190768,0.990433448050171,0.941467428170145,0.992655597720295,1,1,1,1,1,1,1,1,1
Sample No. 310,1,1,1,1,1,1,1,1,0.686766009977087,0.77023095975304,0.793610507798381,0.693705907395575,0.698099856731948,0.800042794960551,0.732915218536742,0.837790332973935,0.916524002604187,0.919224673157558,0.862448377905414,0.863680817727,0.935049343071878,0.944912804402411,0.958066787105054,0.925471216868609,0.960192896761,0.985307776704431,0.930594575218856,0.984985850565135,1,1,1
Sample No. 311,1,1,1,0.732306240197737,0.734408949747682,0.697504413594958,0.821161367023829,0.803371070175432,0.722534286569804,0.788556489000563,0.839701662640087,0.894377042654902,0.90622951324936,0.875354082647711,0.914853687729687,0.938889580257237,0.941544711906463,0.987072440739721,0.985722867753357,0.935927491858602,0.928483605030924,0.983777322471142,0.927188451979309,1,1,1,1,1,1,1,1
Sample No. 312,1,1,1,1,1,1,1,1,1,1,1,0.739467230498791,0.775853604137898,0.816548059020657,0.797813548812643,0.800583687589038,0.713573196787853,0.694734949841164,0.899479503755458,0.907547113740817,0.864193832398392,0.900584324172698,0.913785069260746,0.932727703657001,0.943460472356528,0.939941747076809,0.964184722229838,0.960714284423739,0.998673685006797,0.943537598568946,0.973924716450274
Sample No. 313,1,0.696195864958223,0.728530677677132,0.763246949670371,0.781222042757086,0.712640816614963,0.788748476841953,0.752784520214424,0.882392899835482,0.904930238978937,0.85914816607628,0.87984724099189,0.912892574825324,0.951940896529704,0.995608629211783,0.938953990582377,0.994206270258874,0.996308969724923,0.953135469239205,0.946275867074728,0.993134432844818,1,1,1,1,1,1,1,1,1,1
Sample No. 314,1,1,1,1,1,1,1,1,0.791906192446127,0.754032533873338,0.834059427959379,0.763549744315911,0.705557630282361,0.816527050269302,0.76446817560494,0.869145310768858,0.89512813561596,0.89571058891248,0.894693365985528,0.895312479508109,0.932874005362392,0.941030176542699,0.9686326867342,0.929158265311271,0.99427286753431,0.9660138948448,0.922863371223211,0.998161011580378,1,1,1
Sample No. 315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.759048320470843,0.69835330128111,0.686076161674224,0.722737843358424,0.688167603117414,0.690799555952195,0.756631639880594,0.913012530124746,0.906129312749021,0.854624315717257,0.908549188526347,0.850376594607718,0.95071116534993,0.943248536773026,0.949121854864061,0.989310864713043
Sample No. 316,1,1,0.754745262746234,0.709197786370292,0.824922094763257,0.824723880704492,0.794230761822779,0.770425127971917,0.81937261028355,0.865662953439169,0.86036454955209,0.846095739753917,0.885683483431116,0.913361349459738,0.981651363372803,0.981323021929711,0.963402486145496,0.92586143206805,0.931724656615406,0.927015418931842,0.93122717788443,0.942090946435928,1,1,1,1,1,1,1,1,1
Sample No. 317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75962312352052,0.791948599008843,0.8330772961271,0.780278796599247,0.766781341751572,0.696405411070678,0.693637251052074
Sample No. 318,1,1,1,1,1,1,0.808407916444354,0.762990854972973,0.692297438091133,0.79775719734747,0.733941704117693,0.773752900447231,0.708164917690679,0.894686677891761,0.851572982313111,0.838769162934274,0.901455013645813,0.847410175289027,0.976162469126284,0.971608058493584,0.976134760733694,0.932599021941423,0.952073870189488,0.935274392608553,0.935276229977608,0.929653759840876,1,1,1,1,1
Sample No. 319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.724168145809323,0.82513251964841,0.780045732019004,0.813139280934352,0.70953341432754,0.774883090636227,0.808339261951856,0.881647102845833,0.903346679241397,0.903463368412107,0.873053658654913,0.878545736763626,0.950623266715556,0.944701332822442
Sample No. 320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.826448534081224
Sample No. 321,1,1,0.725406378939748,0.783209329239558,0.834303323320579,0.823180260336027,0.747972656589933,0.762810508058406,0.78154024131503,0.905933632818982,0.892545769412071,0.857126574706286,0.838171516317874,0.870452348517254,0.949448743350804,0.958504434470087,0.952435705624521,0.987597546447068,0.923131564520299,0.929521024227142,0.940213263053447,0.95147739879787,1,1,1,1,1,1,1,1,1
Sample No. 322,1,0.773455978093203,0.720966669825371,0.825230480382685,0.732854574873578,0.784618757852819,0.728801715177484,0.810738161207642,0.859447656343691,0.8882420303002,0.917910874932073,0.881426345820539,0.886103451796807,0.976645896807313,0.975078183189034,0.926267965976149,0.971108501646668,0.988098190594465,0.986173190679401,0.978261857237667,0.961865468025208,1,1,1,1,1,1,1,1,1,1
Sample No. 323,1,1,1,1,1,0.761981958571356,0.79456007328257,0.699544557231944,0.798568996753544,0.792310073751956,0.720442226856481,0.834104080068879,0.917118784006685,0.865367292486131,0.850138804462738,0.916101208316162,0.874685938470066,0.990914569944143,0.933068119231611,0.956444210447371,0.985153699219227,0.969274629876018,0.943672109805048,0.98257880218327,0.99195004016161,1,1,1,1,1,1
Sample No. 324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.803803811421618,0.691393052811269,0.705953997072298
Sample No. 325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.765199557250831,0.711772335950751,0.809133823729586,0.828037439462729,0.83597781998245,0.835154544388875,0.797123230040539,0.898692490810528,0.895398259944282,0.904286656001583
Sample No. 326,1,1,1,1,1,1,1,1,1,0.748906231009401,0.688376563195139,0.780354503485374,0.699747042079922,0.692783412629739,0.802976756916847,0.6910139887142,0.841613138441928,0.884128037270159,0.91738285330683,0.860496934853494,0.919302172969095,0.950523584652692,0.925035759862512,0.939029701407999,0.951347791347653,0.926330476906151,0.984952735323459,0.963719998057932,0.920663909297436,1,1
Sample No. 327,1,1,1,1,1,0.716652009346522,0.699333978608716,0.785777121155057,0.696148454573937,0.769084160578437,0.821114087187685,0.792030902662314,0.9027724557193,0.865816007474437,0.91522147241421,0.844115272652358,0.849441117250361,0.964034289754927,0.95959068948403,0.946076599545777,0.961161506585777,0.980687886942178,0.979410277791321,0.997358481977135,0.994279271401465,1,1,1,1,1,1
Sample No. 328,1,1,1,1,1,1,0.71959263271559,0.761250592152588,0.791777425772976,0.781275918173138,0.730740448333323,0.785589874956291,0.808399963520002,0.876439542941749,0.861063882707618,0.89266263229493,0.858670082117431,0.864858890202828,0.966724013984203,0.935914114061743,0.934727546162903,0.983089896403253,0.922229180876166,0.936567365415394,0.920139327906072,0.945102634225041,1,1,1,1,1
Sample No. 329,1,1,0.821640762851108,0.760403221905231,0.748347589840647,0.701181043220218,0.808055686765816,0.832250363823492,0.79864412937453,0.877985005641356,0.863530313849449,0.914933792890981,0.881785118106753,0.909013594442979,0.970488739702851,0.984005021732301,0.924724959433079,0.935839182659984,0.961715078987181,0.930500096101314,0.987568103242666,0.94271254543215,1,1,1,1,1,1,1,1,1
Sample No. 330,1,1,1,1,1,1,1,1,1,0.825804666663986,0.740226090572774,0.82268458245229,0.822433553218376,0.702181834775489,0.754690568278544,0.75917165696295,0.843028864569031,0.847127657277509,0.885005078169517,0.883197321213782,0.884673289000988,0.940929071735591,0.942567571420223,0.92168788285926,0.929285236019641,0.946376135088503,0.961523097716272,0.951243840046227,0.928238005004823,1,1
Sample No. 331,1,1,1,1,0.698850468209945,0.812348116167355,0.818718858018052,0.78069000082463,0.800816040860023,0.802588551935274,0.770226815286092,0.85752766905725,0.845566349143162,0.862776376933791,0.857093176814728,0.878653822489083,0.982400504536927,0.975534247048199,0.937908727843314,0.925084800869227,0.979907117336988,0.935284092128277,0.963194033298642,0.949114611409605,1,1,1,1,1,1,1
Sample No. 332,1,0.70861972730048,0.691092202802189,0.746335409769323,0.705351862103213,0.728345017788466,0.722559784179553,0.83258124797279,0.904562105325051,0.916065882947296,0.864117486241274,0.892877759419382,0.850987243154086,0.930732010044158,0.936585285868496,0.980242599695921,0.971165696382523,0.938770534377545,0.92196147788316,0.999750361740589,0.943095552697778,1,1,1,1,1,1,1,1,1,1
Sample No. 333,1,1,0.7000732253436,0.765252724221442,0.755339385908097,0.778175707314163,0.735217575415969,0.834638305068016,0.708598346916493,0.87232263642922,0.919606355655007,0.862477828862146,0.901554030392319,0.861923305338249,0.996416378971189,0.964128923099488,0.97752450235188,0.978658172022551,0.966303992979229,0.990869398135692,0.928219530843198,0.93695410951972,1,1,1,1,1,1,1,1,1
Sample No. 334,1,1,0.779774948001374,0.835577800778206,0.790191187198739,0.706216028287541,0.734036640346982,0.770117583860643,0.816391774559393,0.880899207072332,0.911624274749309,0.875985807453282,0.86447984851338,0.84536574933771,0.979859837014228,0.981808088943362,0.928363507762551,0.928337058201432,0.996689955722541,0.979289503041655,0.929754442460835,0.930073214638978,1,1,1,1,1,1,1,1,1
Sample No. 335,1,1,1,1,1,1,1,1,1,1,0.729053338688333,0.759922626872081,0.706541314198636,0.715385800007731,0.723807276973035,0.833772341349628,0.737611676521134,0.902154226032086,0.873262995680794,0.83818504685536,0.894653524257243,0.884837712909095,0.926711436323822,0.94040718505159,0.984303452335298,0.945605144649744,0.946476933471859,0.975457146801054,0.936737302280963,0.948600296117365,1
Sample No. 336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.801549344930332,0.831450643647928,0.728593594512437,0.787551103428938,0.818112721074372,0.701717142517678,0.69241535987379,0.870020923989825,0.891295001980849,0.9193623487195,0.899166640273295,0.87080673685018,0.975743085797876,0.997535295952112,0.93367840886116
Sample No. 337,1,1,1,0.744419862389565,0.737647948857863,0.756515767193865,0.810509850563481,0.687218050555326,0.761340191554278,0.755939638825599,0.837009440028109,0.848713831693865,0.83896802432742,0.837682293189689,0.902854764670134,0.972342244442552,0.933150747809559,0.963592615053058,0.983417560290545,0.957118576802313,0.935451000872999,0.964937849212438,0.938171414304525,1,1,1,1,1,1,1,1
Sample No. 338,1,1,1,1,0.746461389913689,0.75289452274004,0.736290739920456,0.812185144833289,0.800673267467879,0.73052027756488,0.800749480830505,0.917277924421243,0.845279288623482,0.911215479035862,0.908246112888679,0.91325987150427,0.935151523370296,0.923815398775041,0.9248791346699,0.964229344967753,0.936179669331759,0.959291621074081,0.96142216142267,0.977969179823995,1,1,1,1,1,1,1
Sample No. 339,1,1,1,1,1,1,1,0.691148795316927,0.819514188660774,0.697818620655686,0.734514261411037,0.732446905261837,0.734192616354209,0.766872795893811,0.917787210657261,0.907582975168712,0.900903922687285,0.873236009199172,0.89007873675134,0.952095094658434,0.96603797307238,0.941789310965687,0.958174315057695,0.945816443618387,0.951572222337127,0.945773318167776,0.982026666607708,1,1,1,1
Sample No. 340,1,1,1,1,1,1,1,1,1,0.702337946325075,0.805107687147334,0.709859903251287,0.761184177304618,0.686552972522564,0.790692106810398,0.800764811750501,0.887610694753006,0.866572030422278,0.864530421826988,0.910733005158603,0.911583353705704,0.98413732778281,0.92594583818689,0.961731170732528,0.980527177993208,0.994239393938333,0.981454195305705,0.998640968520194,0.949120300896466,1,1
Sample No. 341,1,1,1,1,1,0.690784398886841,0.738534951188136,0.793436954311561,0.756602257363498,0.787418113848194,0.688304966235533,0.707484893013258,0.879850495170802,0.865939184369519,0.851820528051816,0.911588264877908,0.89669790618401,0.959536693822593,0.93654382372275,0.98114540014416,0.982196179684252,0.988618955370039,0.964050975218415,0.927367964405566,0.922022503055632,1,1,1,1,1,1
Sample No. 342,1,1,1,1,1,1,1,1,0.719956550399307,0.75517215869762,0.6945191155551,0.686301522901282,0.769950626058504,0.835544151348528,0.686268573116045,0.884395276298746,0.878470492843539,0.915453602069989,0.845083487083204,0.849639374679886,0.995802955627441,0.929013285655528,0.962707545999438,0.93192204285413,0.937773107998073,0.959937638826668,0.927042140774429,0.922998050712049,1,1,1
Sample No. 343,1,1,1,1,1,1,1,1,0.808545160539448,0.723952733028215,0.809871098342352,0.727512276825961,0.754368246243335,0.819732872654218,0.707047729230486,0.877130516733043,0.838569767281413,0.864799601319246,0.841145698097534,0.867351332186721,0.92344492085278,0.999618070553988,0.953955750893801,0.991029067002237,0.925955637339503,0.93499755397439,0.989404447674751,0.923300475534052,1,1,1
Sample No. 344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81790212205518,0.724704280485399,0.748316131650005,0.76313417353807,0.737160599058494,0.705672606314998,0.724532599899918,0.869469437260181,0.855979674310423
Sample No. 345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.700249429153278,0.687878121099435,0.694296720543876,0.768029688660987,0.802527356114239,0.799837681931909,0.820177424176596,0.857680076336488,0.853643691037781,0.905089731492102,0.836676345397718,0.910369816081598,0.938221029508859,0.966494728624821,0.992624377496541,0.97833925312385,0.925426646415144
Sample No. 346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.801217208594549,0.80312824923452,0.694697197958827,0.746018652130384,0.721577831964474,0.76176753111789,0.715611541179474,0.910164221631363
Sample No. 347,1,1,1,1,1,1,1,0.743420993607957,0.83554118237365,0.743312077935785,0.723654557859059,0.800952009194531,0.699803359214217,0.808789855464362,0.895900443637744,0.873777827504091,0.890225241337903,0.85883520091325,0.861427770329639,0.928228395059705,0.959693545401096,0.971081907078624,0.979929552823305,0.931715618930757,0.924280687253922,0.934444952532649,0.993536516427994,1,1,1,1
Sample No. 348,1,1,1,1,0.757295240148902,0.70217025405867,0.788962410531472,0.75690140315704,0.721698289517313,0.79431241668202,0.732581711899489,0.856005361451767,0.919338047461584,0.862486655402929,0.901919541602954,0.84829410727229,0.958545009382069,0.946049125101417,0.958080375585705,0.999895311426371,0.965138969216496,0.994552770126611,0.984264346715063,0.964660664945841,1,1,1,1,1,1,1
Sample No. 349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.705700653874315,0.832959396242164,0.831932764327153,0.757700471499935,0.714412425518036,0.80750268064579,0.73183925321931,0.854024979661219,0.897327046879567,0.916592215621844,0.886545716729015,0.905022916464135,0.996381769105792,0.933560238257051,0.965046187229455,0.927328056115657,0.988602909501642
Sample No. 350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.721983204725199,0.827192509047687,0.787642436208203,0.735302848358639,0.716800474714488,0.8229935972034,0.711902347371448
Sample No. 351,1,0.760121233727783,0.812320499856956,0.699278377149254,0.699487494247966,0.823525011261459,0.729263962503988,0.741175629793666,0.84765413516853,0.912064701739699,0.911697383312508,0.864817772955634,0.880270482566208,0.926964957416058,0.964693402573466,0.976274322923273,0.927124093547464,0.977311588395387,0.93410475904122,0.982322510499507,0.931682764478028,1,1,1,1,1,1,1,1,1,1
Sample No. 352,1,0.784954225960188,0.694558982051909,0.776428068663459,0.703430120042991,0.806344922936056,0.73276617893856,0.743739820249844,0.848271019280888,0.858454045810737,0.855999920615926,0.852605748937465,0.9076135132052,0.983948858287185,0.938294200599194,0.927497261911631,0.983428491260856,0.97739714704454,0.921196880154312,0.99990704856813,0.974500717986375,1,1,1,1,1,1,1,1,1,1
Sample No. 353,1,1,1,1,1,1,1,1,0.747414506076835,0.741781928298529,0.693049118541181,0.696263053525705,0.816480935901869,0.809088408622425,0.758247260378208,0.88576683232747,0.847466309405863,0.848863479019143,0.866154977260157,0.863067154975608,0.953591314852238,0.984541724491864,0.993254608511925,0.973189778681845,0.995635616667569,0.945392837505788,0.979670730568469,0.933535423707217,1,1,1
Sample No. 354,1,1,1,1,1,1,1,1,1,1,1,0.83058694444038,0.718531596720219,0.688606407413259,0.726865565149579,0.702626703902148,0.71751465638075,0.809714518349152,0.90467749773711,0.881702649505809,0.837687718359753,0.893844021104276,0.884051762792282,0.960249763447791,0.978906763456762,0.944230489768088,0.937183576896787,0.951748917810619,0.973296175617725,0.986013177204877,0.996875485815108
Sample No. 355,1,1,1,1,1,1,1,0.809739686165936,0.833250640415586,0.816039932648651,0.765027978959493,0.754174335034564,0.767138720153831,0.831855110744014,0.855891081994399,0.918223049667664,0.910439308040775,0.867628334964626,0.877875911751762,0.949956859964877,0.975291935820133,0.999540371447802,0.925358568020165,0.948518871814013,0.95498211523518,0.951963455732912,0.944831944908947,1,1,1,1
Sample No. 356,1,0.698465422751848,0.760787683947943,0.728250631726347,0.780650313945021,0.80841804000223,0.818033243204933,0.731402538916096,0.847217332487926,0.914535405609757,0.881468652239069,0.864819671859033,0.849352146393619,0.983646070677787,0.986712565664202,0.961298735626042,0.97060964435339,0.948582933023572,0.944648380614817,0.950107418559492,0.94793229309842,1,1,1,1,1,1,1,1,1,1
